"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT3G51840",15505.7695927162,-0.239743317801391,0.0860229204351051,0.00177878489365838,0.0214012785046632,"ACX4","b-Oxidation","Acyl-CoA Oxidase","ACX","Acyl-CoA Oxidase","1.3.3.6","86",113,420,579,13.0618872,5.19005585,"targetP, RC5","Heterologous protein expression
and Characterization of mutant","acx4","high sequence similarity  with  ACX1. Acx5 single mutant does not exhibit a phenotype but  the  acx1 acx5 double mutant shows an altered response to IBA compared to single mutants. Adham AR, Zolman BK, Millius A, Bartel B. 2005. Mutations in Arabidopsis acyl-CoA  oxidase genes reveal distinct and overlapping roles in beta-oxidation. Plant J. 41:859–74",NA,"Rylott et al 2003;http://www.ncbi.nlm.nih.gov/pubmed/12682048?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=33","Graham 2008;http://www.ncbi.nlm.nih.gov/pubmed/18444898?ordinalpos=7&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum"
"AT3G53510",40.8346139535635,2.04430159281525,0.578220225589365,0.0000235520494544101,0.000749946035740463,"AtWBC20;AtABCG20","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,425,692,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT3G53980",65.9750876689644,0.841256816151259,0.51874242099222,0.00355326362368673,0.0358543308859254,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 4",NA,"162",193,426,472,4.21999433,0.79847013,"targetP, RC3","Sequence similarity",NA,NA,NA,NA,NA
"AT3G55130",1892.46126200515,0.381423874492274,0.117094550199904,0.000200943993779058,0.00401233446861767,"AtWBC19;AtABCG19","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,434,699,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT3G55360",2400.81067651125,0.263106700536742,0.110302329241981,0.00544939804820251,0.0486064896842217,"ECR;CER10","Fatty Acid Elongation & Cuticular Wax Synthesis","Enoyl-CoA Reductase","ECR","Enoyl-CoA Reductase","1.3.1.38","200",180,439,592,16.8799773,2.6615671,"targetP, RC5","Mutant characterization; complementation of yeast tcs13 mutant","cer10/ecr","general reduction of VLCFA pools in seed storage triacylglycerols, cuticular waxes, and complex sphingolipids","Zheng et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1091768&tool=pmcentrez","Gable et al 2003;http://jxb.oxfordjournals.org/cgi/content/full/55/396/543",NA
"AT3G55360",2400.81067651125,0.263106700536742,0.110302329241981,0.00544939804820251,0.0486064896842217,"ECR","Aliphatic Suberin Synthesis","Enoyl-CoA Reductase","ECR","Enoyl-CoA Reductase","1.3.1.38","150",180,439,591,16.8799773,2.6615671,"targetP, RC5","Mutant characterization; complementation of yeast mutant","cer10/ecr",NA,"Gable et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/14673020","Zheng et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15829606",NA
"AT3G55440",18949.4799155709,0.313452829338664,0.0615850787833143,0.000000108616256591842,0.0000085635710984951,NA,"Glycolysis","triose-phosphate isomerase","TPI",NA,"5.3.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giegé et al 2003;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC181336/?tool=pubmed",NA,NA
"AT3G58550",246.366977867981,1.69298848859651,0.394007018163399,0.000000846369487868936,0.0000478179259044846,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 7",NA,"162",193,450,280,1.40666478,0,"targetP, RC4","Sequence similarity to protein related lipid transfer protein LTPG1",NA,"GPI anchored",NA,"Borner et al 2003;http://www.arabidopsis.org/servlets/TairObject?type=publication&id=501706978",NA
"AT3G60750",7155.12174530537,0.26478590476651,0.0916116974434548,0.00131800802548694,0.0171719217773325,NA,"OPPP","transketolase","transketolase",NA,"2.2.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT3G60750",7155.12174530537,0.26478590476651,0.0916116974434548,0.00131800802548694,0.0171719217773325,NA,"OPPP","transketolase","transketolase",NA,"2.2.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT4G00500",20.2499685003935,-1.26329073317516,0.545356232590198,0.000931405326388397,0.0132625195139625,NA,"TAG Degradation",NA,NA,"Lipid Acylhydrolase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT4G11840",1272.07526155311,-0.558053068128725,0.195664706843664,0.000382684778350244,0.00661270667029456,"PLDGAMMA3","Phospholipases",NA,NA,"Other Phospholipase D gamma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT4G11850",2528.26172829326,-0.694720872763214,0.177065469081912,0.00000654112205979242,0.000262501330451899,"PLDGAMMA1","Phospholipases",NA,NA,"Other Phospholipase D gamma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT4G16700",137.730142276927,-0.589663264279692,0.25214816104001,0.00139256274032282,0.0178679426440165,"PSD1","Eukaryotic Phospholipid Synthesis","Phosphatidylserine Decarboxylase","PSD","Phosphatidylserine Decarboxylase","4.1.1.65","48",58,497,96,0.10047606,0,NA,"Mutant analysis and heterologous protein expression",NA,"Mitochondria","Nerlich et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17449644?dopt=Abstract",NA,NA
"AT4G16700",137.730142276927,-0.589663264279692,0.25214816104001,0.00139256274032282,0.0178679426440165,NA,"Mitochondrial Phospholipid Synthesis","Phosphatidylserine Decarboxylase","PSD","Phosphatidylserine Decarboxylase","4.1.1.65","48",58,497,97,0.10047606,0,"targetP, RC1",NA,NA,NA,NA,NA,NA
"AT4G22520",153.067161981861,-1.19570308605282,0.451276211929649,0.000311219473048888,0.0056152328764965,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 6",NA,"162",193,514,49,0,0.93154849,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT4G26270",1065.57510895391,-0.569406570159213,0.165562407897812,0.0000517342366999515,0.00140328988660163,NA,"Glycolysis","ATP-dependent phosphofructokinase","PFK3",NA,"2.7.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2007;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c79",NA,NA
"AT4G26770",3.3760099591175,0.0587063869385282,0.206434083628898,0.00502517732380193,0.0457716745838125,NA,"Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","CDP-DAG Synthase","CDP-DAGS","CDP-DAG Synthase (plastidial)","2.7.7.41","22",28,527,51,0,0,"targetP, RC3",NA,NA,NA,NA,NA,NA
"AT4G31810",660.67191204605,-0.401182807458035,0.162590934894154,0.00195370143178926,0.0228335362762025,NA,"Mitochondrial Fatty Acid & Lipoic Acid Synthesis",NA,NA,"Mitochondrial Enoyl-CoA Hydratase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT4G39670",80.0044336793104,-0.995120080869547,0.836483659906593,0.00491422492132518,0.0450455308676237,NA,"Sphingolipid Synthesis","Sphingosine Transfer Protein","STP","Sphingosine Transfer Protein",NA,"175",218,571,340,2.00952111,0.53231342,"targetP, RC2","Sequence similarity to ACD11",NA,NA,NA,NA,NA
"AT5G08570",3664.8204529797,0.268892185853202,0.102966940519901,0.00282954883338038,0.0304250606243915,NA,"Glycolysis","Pyruvate Kinase","PK",NA,"2.7.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1955724/?tool=pubmed",NA,NA
"AT5G12420",639.817224257461,1.01382091986564,0.196442018817701,0.0000000144199809831457,0.00000153064040565685,NA,"Cuticular Wax Synthesis","Bifunctional Wax Ester Synthase / Diacylglycerol Acyltransferase","WSD","Bifunctional Wax Ester Synthase / Diacylglycerol Acyltransferase","2.3.1.20, 2.3.1.75","78,201",192,604,389,2.51190139,2.79464546,"targetP, RC2","Sequence similarity to WSD1/AT5G37300",NA,NA,NA,NA,NA
"AT5G12860",977.346340124283,0.521763831408971,0.226846797059796,0.00183267862100074,0.0219141452184757,NA,"Plastid Transporters","Malate transporter","DiT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT5G13580",60.8906281652648,1.39416058985534,0.6307982593991,0.000964686863375139,0.0136413621049356,"AtWBC6;AtABCG6","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,605,733,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT5G13580",60.8906281652648,1.39416058985534,0.6307982593991,0.000964686863375139,0.0136413621049356,"AtWBC6","Aliphatic Suberin Synthesis","ABC transporter","ABC","ABC transporter",NA,NA,230,605,732,NA,NA,NA,"Sequence similarity to WBC11",NA,"High transcript co-upregulation with suberin biosynthetic genes",NA,NA,NA
"AT5G13640",2826.92398582258,0.235552901699673,0.0857073405341314,0.00248584009605864,0.0275804521064968,"AtPDAT","TAG Synthesis","Phospholipid : Diacylglycerol Acyltransferase","PDAT","Phospholipid : Diacylglycerol Acyltransferase","2.3.1.43","81",108,606,417,2.91380561,3.99235066,"targetP, RC2","Overexpression in plants, mutant analysis and sequence similarity to yeast PDAT",NA,NA,"Stahl et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15247387","Davhlqvist et al 2000;http://www.ncbi.nlm.nih.gov/pubmed/10829075","Mhaske et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15907694"
"AT5G14180",283.826702890116,-1.72550811313031,0.347809266005973,0.0000000332434124327941,0.00000313510951096966,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,608,734,NA,NA,NA,"Sequence homology ONLY (to AtLIP1 and human gastric and lysosomal lipases BLAST score>100)",NA,NA,NA,NA,NA
"AT5G20410",408.680904470991,0.978935528306013,0.169824566303317,0.000000000521009046895907,0.00000009605369796908,"MGD2","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Monogalactosyldiacylglycerol Synthase","MGDGS","Monogalactosyldiacylglycerol Synthase","2.4.1.46","29",35,624,284,1.40666478,0.13307836,"targetP, RC3","Heterologous protein expression and mutant characterization","mgd2","MGDG Synthase Type B, involved in lipid membrane remodeling during -P","Awai et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11553816?log$=activity","Kobayashi et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/18808455?log$=activity","Benning et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15590685?log$=activity"
"AT5G23190",42.4722509588178,1.51503290721815,0.677380476163997,0.00105469621066739,0.0145614589445746,"CYP86B1","Aliphatic Suberin Synthesis","Fatty Acyl Omega-Hydroxylase","FAH","Fatty Acyl Omega-Hydroxylase (CYP86B) (ER)","1.14.13.*","199",279,630,737,NA,NA,NA,"Mutant and transgenic RNAi lines phenotype;  ectopic overexpression in plants (*)","cyp86b1/ralph","Root and seed suberin phenotype","Compagnon et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19525321?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Molina et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19759341?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA
"AT5G24210",3781.55076059406,-1.29097963961878,0.386897756920639,0.0000299627766743888,0.000905902939649833,NA,"TAG Degradation",NA,NA,"Lipid Acylhydrolase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT5G38430",18096.4850402719,0.362284819887995,0.162934541259039,0.00487043266487933,0.0446775192453577,NA,"Rubisco","ribulose bisphosphate carboxylase small chain 1B","RBCS-1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT5G42740",2545.77310880317,0.22372038371789,0.0833816254505823,0.00300003629299282,0.0317620422729637,NA,"Glycolysis","phosphoglucose isomerase","PGI",NA,"5.3.1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keurentjes et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2575519/?tool=pubmed",NA,NA
"AT5G50600",9.46246214766185,-2.96298023133101,0.82604974082246,0.000015277584324017,0.000524785554887726,NA,"TAG Synthesis","Steroleosin","STERO","Steroleosin",NA,NA,253,674,745,NA,NA,NA,"Mutant analysis and sequence similarity to sesame steroleosin",NA,NA,"Li et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17616511","Lin et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/11950969",NA
"AT5G50700",9.6125859778623,-0.142899042034819,0.276827613012464,0.00375446006465917,0.0372257827680723,NA,"TAG Synthesis","Steroleosin","STERO","Steroleosin",NA,NA,253,676,747,NA,NA,NA,"Sequence similarity to sesame steroleosin",NA,NA,"Lin et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/11950969",NA,NA
"AT5G52920",12645.9420303266,-0.30098954886869,0.132060817239371,0.00507715211989382,0.0461251463430146,NA,"Glycolysis","Pyruvate Kinase","PK",NA,"2.7.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1955724/?tool=pubmed",NA,NA
"AT5G54800",1382.19953553539,0.61895808983942,0.13030749377548,0.000000188783780547794,0.0000136146420559762,NA,"Plastid Transporters","Glc 6-P, TP transporter","GPT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT5G55450",690.46454800054,-1.56577546412383,0.60328033721609,0.000311716573729302,0.00561593709613701,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 3",NA,"162",193,699,429,3.11475772,3.8592723,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT5G55460",170.689577092233,-1.13670521413091,0.38887733105501,0.000148772400321036,0.0032404963048785,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 3",NA,"162",193,700,122,0.20095211,0.26615671,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT5G58670",1738.59139117585,0.719323536750751,0.137998862623411,0.0000000161495676029081,0.00000166414821233619,"PLC1","Phospholipases",NA,NA,"PI-specific Phospholipase C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT5G58860",195.674359247697,1.75185434320762,0.341119795158703,0.0000000138585445616768,0.0000014774413593579,"CYP86A1","Aliphatic Suberin Synthesis","Fatty Acyl Omega-Hydroxylase","FAH","Fatty Acyl Omega-Hydroxylase (CYP86A) (ER)","1.14.13.*","199",279,709,410,2.81332956,0,"targetP, RC4","Heterologous protein expression, mutant characterization, ectopic overexpression in plants","cyp86a1/horst","Root but not seed suberin phenotype","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Hofer et al 2008;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=18544608","Benveniste et al 1998;http://www.ncbi.nlm.nih.gov/pubmed/9500987?ordinalpos=9&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum"
"AT5G63450",21.2934782669828,2.88451424712521,0.840399251452596,0.0000352320100687909,0.00103459746932545,"CYP94B1","Cutin Synthesis",NA,NA,"Fatty Acid Omega-Hydroxylase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
